model_id,audit_id,image_id,rule_id,final_answer_label,predicted_answer,answer_correct,final_ambiguous,final_label_source,florence_bootstrap_disagreement
ai_annotator_1,audit_001_0065,0001065,fall_harness,violation,violation,true,no,dual_annotator_agreement,True
ai_annotator_2,audit_001_0065,0001065,fall_harness,violation,violation,true,no,dual_annotator_agreement,True
model_assisted_bootstrap,audit_001_0066,0002367,fall_harness,violation,violation,true,yes,dual_annotator_agreement,True
florence_grounding,audit_001_0066,0002367,fall_harness,violation,compliant,false,yes,dual_annotator_agreement,True
ai_annotator_1,audit_001_0066,0002367,fall_harness,violation,violation,true,yes,dual_annotator_agreement,True
ai_annotator_2,audit_001_0066,0002367,fall_harness,violation,violation,true,yes,dual_annotator_agreement,True
model_assisted_bootstrap,audit_001_0067,0004113,fall_harness,violation,violation,true,no,dual_annotator_agreement,True
florence_grounding,audit_001_0067,0004113,fall_harness,violation,compliant,false,no,dual_annotator_agreement,True
ai_annotator_1,audit_001_0067,0004113,fall_harness,violation,violation,true,no,dual_annotator_agreement,True
ai_annotator_2,audit_001_0067,0004113,fall_harness,violation,violation,true,no,dual_annotator_agreement,True
model_assisted_bootstrap,audit_001_0068,0000991,guardrail_edge,violation,violation,true,yes,returned_adjudication,True
florence_grounding,audit_001_0068,0000991,guardrail_edge,violation,compliant,false,yes,returned_adjudication,True
ai_annotator_1,audit_001_0068,0000991,guardrail_edge,violation,violation,true,yes,returned_adjudication,True
ai_annotator_2,audit_001_0068,0000991,guardrail_edge,violation,compliant,false,yes,returned_adjudication,True
model_assisted_bootstrap,audit_001_0069,0001252,guardrail_edge,compliant,violation,false,yes,returned_adjudication,True
florence_grounding,audit_001_0069,0001252,guardrail_edge,compliant,compliant,true,yes,returned_adjudication,True
ai_annotator_1,audit_001_0069,0001252,guardrail_edge,compliant,violation,false,yes,returned_adjudication,True
ai_annotator_2,audit_001_0069,0001252,guardrail_edge,compliant,compliant,true,yes,returned_adjudication,True
model_assisted_bootstrap,audit_001_0070,0001274,guardrail_edge,violation,violation,true,no,dual_annotator_agreement,True
florence_grounding,audit_001_0070,0001274,guardrail_edge,violation,compliant,false,no,dual_annotator_agreement,True
ai_annotator_1,audit_001_0070,0001274,guardrail_edge,violation,violation,true,no,dual_annotator_agreement,True
ai_annotator_2,audit_001_0070,0001274,guardrail_edge,violation,violation,true,no,dual_annotator_agreement,True
model_assisted_bootstrap,audit_001_0071,0001436,guardrail_edge,violation,violation,true,no,dual_annotator_agreement,True
florence_grounding,audit_001_0071,0001436,guardrail_edge,violation,compliant,false,no,dual_annotator_agreement,True
ai_annotator_1,audit_001_0071,0001436,guardrail_edge,violation,violation,true,no,dual_annotator_agreement,True
ai_annotator_2,audit_001_0071,0001436,guardrail_edge,violation,violation,true,no,dual_annotator_agreement,True
model_assisted_bootstrap,audit_001_0072,0001484,guardrail_edge,compliant,violation,false,no,returned_adjudication,True
florence_grounding,audit_001_0072,0001484,guardrail_edge,compliant,compliant,true,no,returned_adjudication,True
ai_annotator_1,audit_001_0072,0001484,guardrail_edge,compliant,uncertain,false,no,returned_adjudication,True
ai_annotator_2,audit_001_0072,0001484,guardrail_edge,compliant,compliant,true,no,returned_adjudication,True
model_assisted_bootstrap,audit_001_0073,0001667,guardrail_edge,compliant,violation,false,no,returned_adjudication,True
florence_grounding,audit_001_0073,0001667,guardrail_edge,compliant,compliant,true,no,returned_adjudication,True
ai_annotator_1,audit_001_0073,0001667,guardrail_edge,compliant,uncertain,false,no,returned_adjudication,True
ai_annotator_2,audit_001_0073,0001667,guardrail_edge,compliant,compliant,true,no,returned_adjudication,True
model_assisted_bootstrap,audit_001_0074,0001798,guardrail_edge,uncertain,violation,false,yes,dual_annotator_agreement,True
florence_grounding,audit_001_0074,0001798,guardrail_edge,uncertain,compliant,false,yes,dual_annotator_agreement,True
ai_annotator_1,audit_001_0074,0001798,guardrail_edge,uncertain,uncertain,true,yes,dual_annotator_agreement,True
ai_annotator_2,audit_001_0074,0001798,guardrail_edge,uncertain,uncertain,true,yes,dual_annotator_agreement,True
model_assisted_bootstrap,audit_001_0075,0002066,guardrail_edge,violation,violation,true,yes,dual_annotator_agreement,True
florence_grounding,audit_001_0075,0002066,guardrail_edge,violation,compliant,false,yes,dual_annotator_agreement,True
ai_annotator_1,audit_001_0075,0002066,guardrail_edge,violation,violation,true,yes,dual_annotator_agreement,True
ai_annotator_2,audit_001_0075,0002066,guardrail_edge,violation,violation,true,yes,dual_annotator_agreement,True
model_assisted_bootstrap,audit_001_0076,0001033,struck_by_equipment,violation,violation,true,yes,dual_annotator_agreement,True
florence_grounding,audit_001_0076,0001033,struck_by_equipment,violation,compliant,false,yes,dual_annotator_agreement,True
ai_annotator_1,audit_001_0076,0001033,struck_by_equipment,violation,violation,true,yes,dual_annotator_agreement,True
ai_annotator_2,audit_001_0076,0001033,struck_by_equipment,violation,violation,true,yes,dual_annotator_agreement,True
model_assisted_bootstrap,audit_001_0077,0002042,struck_by_equipment,violation,violation,true,yes,dual_annotator_agreement,True
florence_grounding,audit_001_0077,0002042,struck_by_equipment,violation,compliant,false,yes,dual_annotator_agreement,True
ai_annotator_1,audit_001_0077,0002042,struck_by_equipment,violation,violation,true,yes,dual_annotator_agreement,True
ai_annotator_2,audit_001_0077,0002042,struck_by_equipment,violation,violation,true,yes,dual_annotator_agreement,True
model_assisted_bootstrap,audit_001_0078,0003088,struck_by_equipment,violation,violation,true,yes,dual_annotator_agreement,True
florence_grounding,audit_001_0078,0003088,struck_by_equipment,violation,compliant,false,yes,dual_annotator_agreement,True
ai_annotator_1,audit_001_0078,0003088,struck_by_equipment,violation,violation,true,yes,dual_annotator_agreement,True
ai_annotator_2,audit_001_0078,0003088,struck_by_equipment,violation,violation,true,yes,dual_annotator_agreement,True
model_assisted_bootstrap,audit_001_0079,0004196,struck_by_equipment,violation,violation,true,yes,dual_annotator_agreement,True
florence_grounding,audit_001_0079,0004196,struck_by_equipment,violation,compliant,false,yes,dual_annotator_agreement,True
ai_annotator_1,audit_001_0079,0004196,struck_by_equipment,violation,violation,true,yes,dual_annotator_agreement,True
ai_annotator_2,audit_001_0079,0004196,struck_by_equipment,violation,violation,true,yes,dual_annotator_agreement,True
model_assisted_bootstrap,audit_001_0080,0000032,struck_by_equipment,compliant,compliant,true,no,dual_annotator_agreement,True
florence_grounding,audit_001_0080,0000032,struck_by_equipment,compliant,violation,false,no,dual_annotator_agreement,True
ai_annotator_1,audit_001_0080,0000032,struck_by_equipment,compliant,compliant,true,no,dual_annotator_agreement,True
ai_annotator_2,audit_001_0080,0000032,struck_by_equipment,compliant,compliant,true,no,dual_annotator_agreement,True
model_assisted_bootstrap,audit_001_0081,0000035,struck_by_equipment,uncertain,compliant,false,yes,dual_annotator_agreement,True
florence_grounding,audit_001_0081,0000035,struck_by_equipment,uncertain,violation,false,yes,dual_annotator_agreement,True
ai_annotator_1,audit_001_0081,0000035,struck_by_equipment,uncertain,uncertain,true,yes,dual_annotator_agreement,True
ai_annotator_2,audit_001_0081,0000035,struck_by_equipment,uncertain,uncertain,true,yes,dual_annotator_agreement,True
model_assisted_bootstrap,audit_001_0082,0000062,struck_by_equipment,compliant,compliant,true,no,dual_annotator_agreement,True
florence_grounding,audit_001_0082,0000062,struck_by_equipment,compliant,violation,false,no,dual_annotator_agreement,True
ai_annotator_1,audit_001_0082,0000062,struck_by_equipment,compliant,compliant,true,no,dual_annotator_agreement,True
ai_annotator_2,audit_001_0082,0000062,struck_by_equipment,compliant,compliant,true,no,dual_annotator_agreement,True
model_assisted_bootstrap,audit_001_0083,0000069,struck_by_equipment,violation,compliant,false,no,dual_annotator_agreement,True
florence_grounding,audit_001_0083,0000069,struck_by_equipment,violation,violation,true,no,dual_annotator_agreement,True
ai_annotator_1,audit_001_0083,0000069,struck_by_equipment,violation,violation,true,no,dual_annotator_agreement,True
ai_annotator_2,audit_001_0083,0000069,struck_by_equipment,violation,violation,true,no,dual_annotator_agreement,True
model_assisted_bootstrap,audit_001_0084,0000106,struck_by_equipment,violation,compliant,false,no,dual_annotator_agreement,True
florence_grounding,audit_001_0084,0000106,struck_by_equipment,violation,violation,true,no,dual_annotator_agreement,True
ai_annotator_1,audit_001_0084,0000106,struck_by_equipment,violation,violation,true,no,dual_annotator_agreement,True
ai_annotator_2,audit_001_0084,0000106,struck_by_equipment,violation,violation,true,no,dual_annotator_agreement,True
model_assisted_bootstrap,audit_001_0085,0000183,struck_by_equipment,compliant,compliant,true,yes,dual_annotator_agreement,True
florence_grounding,audit_001_0085,0000183,struck_by_equipment,compliant,violation,false,yes,dual_annotator_agreement,True
ai_annotator_1,audit_001_0085,0000183,struck_by_equipment,compliant,compliant,true,yes,dual_annotator_agreement,True
ai_annotator_2,audit_001_0085,0000183,struck_by_equipment,compliant,compliant,true,yes,dual_annotator_agreement,True
model_assisted_bootstrap,audit_001_0086,0000186,struck_by_equipment,compliant,compliant,true,no,dual_annotator_agreement,True
florence_grounding,audit_001_0086,0000186,struck_by_equipment,compliant,violation,false,no,dual_annotator_agreement,True
ai_annotator_1,audit_001_0086,0000186,struck_by_equipment,compliant,compliant,true,no,dual_annotator_agreement,True
ai_annotator_2,audit_001_0086,0000186,struck_by_equipment,compliant,compliant,true,no,dual_annotator_agreement,True
model_assisted_bootstrap,audit_001_0087,0000248,struck_by_equipment,violation,compliant,false,no,dual_annotator_agreement,True
florence_grounding,audit_001_0087,0000248,struck_by_equipment,violation,violation,true,no,dual_annotator_agreement,True
ai_annotator_1,audit_001_0087,0000248,struck_by_equipment,violation,violation,true,no,dual_annotator_agreement,True
ai_annotator_2,audit_001_0087,0000248,struck_by_equipment,violation,violation,true,no,dual_annotator_agreement,True
model_assisted_bootstrap,audit_001_0088,0000270,struck_by_equipment,compliant,compliant,true,no,dual_annotator_agreement,True
florence_grounding,audit_001_0088,0000270,struck_by_equipment,compliant,violation,false,no,dual_annotator_agreement,True
ai_annotator_1,audit_001_0088,0000270,struck_by_equipment,compliant,compliant,true,no,dual_annotator_agreement,True
ai_annotator_2,audit_001_0088,0000270,struck_by_equipment,compliant,compliant,true,no,dual_annotator_agreement,True
model_assisted_bootstrap,audit_001_0089,0000282,struck_by_equipment,compliant,compliant,true,yes,returned_adjudication,True
florence_grounding,audit_001_0089,0000282,struck_by_equipment,compliant,violation,false,yes,returned_adjudication,True
ai_annotator_1,audit_001_0089,0000282,struck_by_equipment,compliant,uncertain,false,yes,returned_adjudication,True
ai_annotator_2,audit_001_0089,0000282,struck_by_equipment,compliant,compliant,true,yes,returned_adjudication,True
model_assisted_bootstrap,audit_001_0090,0000294,struck_by_equipment,compliant,compliant,true,no,dual_annotator_agreement,True
florence_grounding,audit_001_0090,0000294,struck_by_equipment,compliant,violation,false,no,dual_annotator_agreement,True
ai_annotator_1,audit_001_0090,0000294,struck_by_equipment,compliant,compliant,true,no,dual_annotator_agreement,True
ai_annotator_2,audit_001_0090,0000294,struck_by_equipment,compliant,compliant,true,no,dual_annotator_agreement,True
model_assisted_bootstrap,audit_001_0091,0000358,struck_by_equipment,compliant,compliant,true,no,dual_annotator_agreement,True
florence_grounding,audit_001_0091,0000358,struck_by_equipment,compliant,violation,false,no,dual_annotator_agreement,True
ai_annotator_1,audit_001_0091,0000358,struck_by_equipment,compliant,compliant,true,no,dual_annotator_agreement,True
ai_annotator_2,audit_001_0091,0000358,struck_by_equipment,compliant,compliant,true,no,dual_annotator_agreement,True
model_assisted_bootstrap,audit_001_0092,0000380,struck_by_equipment,compliant,compliant,true,no,dual_annotator_agreement,True
florence_grounding,audit_001_0092,0000380,struck_by_equipment,compliant,violation,false,no,dual_annotator_agreement,True
ai_annotator_1,audit_001_0092,0000380,struck_by_equipment,compliant,compliant,true,no,dual_annotator_agreement,True
ai_annotator_2,audit_001_0092,0000380,struck_by_equipment,compliant,compliant,true,no,dual_annotator_agreement,True
model_assisted_bootstrap,audit_001_0093,0000395,struck_by_equipment,compliant,compliant,true,no,dual_annotator_agreement,True
florence_grounding,audit_001_0093,0000395,struck_by_equipment,compliant,violation,false,no,dual_annotator_agreement,True
ai_annotator_1,audit_001_0093,0000395,struck_by_equipment,compliant,compliant,true,no,dual_annotator_agreement,True
ai_annotator_2,audit_001_0093,0000395,struck_by_equipment,compliant,compliant,true,no,dual_annotator_agreement,True
model_assisted_bootstrap,audit_001_0094,0000400,struck_by_equipment,violation,compliant,false,yes,dual_annotator_agreement,True
florence_grounding,audit_001_0094,0000400,struck_by_equipment,violation,violation,true,yes,dual_annotator_agreement,True
ai_annotator_1,audit_001_0094,0000400,struck_by_equipment,violation,violation,true,yes,dual_annotator_agreement,True
ai_annotator_2,audit_001_0094,0000400,struck_by_equipment,violation,violation,true,yes,dual_annotator_agreement,True
model_assisted_bootstrap,audit_001_0095,0000442,struck_by_equipment,violation,compliant,false,yes,dual_annotator_agreement,True
florence_grounding,audit_001_0095,0000442,struck_by_equipment,violation,violation,true,yes,dual_annotator_agreement,True
ai_annotator_1,audit_001_0095,0000442,struck_by_equipment,violation,violation,true,yes,dual_annotator_agreement,True
ai_annotator_2,audit_001_0095,0000442,struck_by_equipment,violation,violation,true,yes,dual_annotator_agreement,True
model_assisted_bootstrap,audit_001_0096,0000467,struck_by_equipment,compliant,compliant,true,yes,dual_annotator_agreement,True
florence_grounding,audit_001_0096,0000467,struck_by_equipment,compliant,violation,false,yes,dual_annotator_agreement,True
ai_annotator_1,audit_001_0096,0000467,struck_by_equipment,compliant,compliant,true,yes,dual_annotator_agreement,True
ai_annotator_2,audit_001_0096,0000467,struck_by_equipment,compliant,compliant,true,yes,dual_annotator_agreement,True
model_assisted_bootstrap,audit_001_0097,0000494,struck_by_equipment,violation,compliant,false,no,dual_annotator_agreement,True
florence_grounding,audit_001_0097,0000494,struck_by_equipment,violation,violation,true,no,dual_annotator_agreement,True
ai_annotator_1,audit_001_0097,0000494,struck_by_equipment,violation,violation,true,no,dual_annotator_agreement,True
ai_annotator_2,audit_001_0097,0000494,struck_by_equipment,violation,violation,true,no,dual_annotator_agreement,True
model_assisted_bootstrap,audit_001_0098,0000504,struck_by_equipment,compliant,compliant,true,no,dual_annotator_agreement,True
florence_grounding,audit_001_0098,0000504,struck_by_equipment,compliant,violation,false,no,dual_annotator_agreement,True
ai_annotator_1,audit_001_0098,0000504,struck_by_equipment,compliant,compliant,true,no,dual_annotator_agreement,True
ai_annotator_2,audit_001_0098,0000504,struck_by_equipment,compliant,compliant,true,no,dual_annotator_agreement,True
model_assisted_bootstrap,audit_001_0099,0001699,fall_harness,violation,violation,true,no,dual_annotator_agreement,True
florence_grounding,audit_001_0099,0001699,fall_harness,violation,compliant,false,no,dual_annotator_agreement,True
ai_annotator_1,audit_001_0099,0001699,fall_harness,violation,violation,true,no,dual_annotator_agreement,True
ai_annotator_2,audit_001_0099,0001699,fall_harness,violation,violation,true,no,dual_annotator_agreement,True
model_assisted_bootstrap,audit_001_0100,0003479,fall_harness,violation,violation,true,no,dual_annotator_agreement,True
florence_grounding,audit_001_0100,0003479,fall_harness,violation,compliant,false,no,dual_annotator_agreement,True
ai_annotator_1,audit_001_0100,0003479,fall_harness,violation,violation,true,no,dual_annotator_agreement,True
ai_annotator_2,audit_001_0100,0003479,fall_harness,violation,violation,true,no,dual_annotator_agreement,True
model_assisted_bootstrap,audit_001_0101,0000140,fall_harness,uncertain,compliant,false,yes,returned_adjudication,True
florence_grounding,audit_001_0101,0000140,fall_harness,uncertain,violation,false,yes,returned_adjudication,True
ai_annotator_1,audit_001_0101,0000140,fall_harness,uncertain,uncertain,true,yes,returned_adjudication,True
ai_annotator_2,audit_001_0101,0000140,fall_harness,uncertain,violation,false,yes,returned_adjudication,True
model_assisted_bootstrap,audit_001_0102,0000033,fall_harness,violation,compliant,false,yes,dual_annotator_agreement,True
florence_grounding,audit_001_0102,0000033,fall_harness,violation,violation,true,yes,dual_annotator_agreement,True
ai_annotator_1,audit_001_0102,0000033,fall_harness,violation,violation,true,yes,dual_annotator_agreement,True
ai_annotator_2,audit_001_0102,0000033,fall_harness,violation,violation,true,yes,dual_annotator_agreement,True
model_assisted_bootstrap,audit_001_0103,0000042,fall_harness,compliant,compliant,true,no,dual_annotator_agreement,True
florence_grounding,audit_001_0103,0000042,fall_harness,compliant,violation,false,no,dual_annotator_agreement,True
ai_annotator_1,audit_001_0103,0000042,fall_harness,compliant,compliant,true,no,dual_annotator_agreement,True
ai_annotator_2,audit_001_0103,0000042,fall_harness,compliant,compliant,true,no,dual_annotator_agreement,True
model_assisted_bootstrap,audit_001_0104,0000060,fall_harness,compliant,compliant,true,no,dual_annotator_agreement,True
florence_grounding,audit_001_0104,0000060,fall_harness,compliant,violation,false,no,dual_annotator_agreement,True
ai_annotator_1,audit_001_0104,0000060,fall_harness,compliant,compliant,true,no,dual_annotator_agreement,True
ai_annotator_2,audit_001_0104,0000060,fall_harness,compliant,compliant,true,no,dual_annotator_agreement,True
model_assisted_bootstrap,audit_001_0105,0000084,fall_harness,compliant,compliant,true,no,dual_annotator_agreement,True
florence_grounding,audit_001_0105,0000084,fall_harness,compliant,violation,false,no,dual_annotator_agreement,True
ai_annotator_1,audit_001_0105,0000084,fall_harness,compliant,compliant,true,no,dual_annotator_agreement,True
ai_annotator_2,audit_001_0105,0000084,fall_harness,compliant,compliant,true,no,dual_annotator_agreement,True
model_assisted_bootstrap,audit_001_0106,0000154,fall_harness,compliant,compliant,true,no,dual_annotator_agreement,True
florence_grounding,audit_001_0106,0000154,fall_harness,compliant,violation,false,no,dual_annotator_agreement,True
ai_annotator_1,audit_001_0106,0000154,fall_harness,compliant,compliant,true,no,dual_annotator_agreement,True
ai_annotator_2,audit_001_0106,0000154,fall_harness,compliant,compliant,true,no,dual_annotator_agreement,True
model_assisted_bootstrap,audit_001_0107,0000286,fall_harness,violation,compliant,false,no,dual_annotator_agreement,True
florence_grounding,audit_001_0107,0000286,fall_harness,violation,violation,true,no,dual_annotator_agreement,True
ai_annotator_1,audit_001_0107,0000286,fall_harness,violation,violation,true,no,dual_annotator_agreement,True
ai_annotator_2,audit_001_0107,0000286,fall_harness,violation,violation,true,no,dual_annotator_agreement,True
model_assisted_bootstrap,audit_001_0108,0000498,fall_harness,compliant,compliant,true,no,dual_annotator_agreement,True
florence_grounding,audit_001_0108,0000498,fall_harness,compliant,violation,false,no,dual_annotator_agreement,True
ai_annotator_1,audit_001_0108,0000498,fall_harness,compliant,compliant,true,no,dual_annotator_agreement,True
ai_annotator_2,audit_001_0108,0000498,fall_harness,compliant,compliant,true,no,dual_annotator_agreement,True
model_assisted_bootstrap,audit_001_0109,0000516,fall_harness,violation,compliant,false,yes,dual_annotator_agreement,True
florence_grounding,audit_001_0109,0000516,fall_harness,violation,violation,true,yes,dual_annotator_agreement,True
ai_annotator_1,audit_001_0109,0000516,fall_harness,violation,violation,true,yes,dual_annotator_agreement,True
ai_annotator_2,audit_001_0109,0000516,fall_harness,violation,violation,true,yes,dual_annotator_agreement,True
model_assisted_bootstrap,audit_001_0110,0000532,fall_harness,uncertain,compliant,false,yes,dual_annotator_agreement,True
florence_grounding,audit_001_0110,0000532,fall_harness,uncertain,violation,false,yes,dual_annotator_agreement,True
ai_annotator_1,audit_001_0110,0000532,fall_harness,uncertain,uncertain,true,yes,dual_annotator_agreement,True
ai_annotator_2,audit_001_0110,0000532,fall_harness,uncertain,uncertain,true,yes,dual_annotator_agreement,True
model_assisted_bootstrap,audit_001_0111,0000537,fall_harness,compliant,compliant,true,no,dual_annotator_agreement,True
florence_grounding,audit_001_0111,0000537,fall_harness,compliant,violation,false,no,dual_annotator_agreement,True
ai_annotator_1,audit_001_0111,0000537,fall_harness,compliant,compliant,true,no,dual_annotator_agreement,True
ai_annotator_2,audit_001_0111,0000537,fall_harness,compliant,compliant,true,no,dual_annotator_agreement,True
model_assisted_bootstrap,audit_001_0112,0000542,fall_harness,violation,compliant,false,yes,dual_annotator_agreement,True
florence_grounding,audit_001_0112,0000542,fall_harness,violation,violation,true,yes,dual_annotator_agreement,True
ai_annotator_1,audit_001_0112,0000542,fall_harness,violation,violation,true,yes,dual_annotator_agreement,True
ai_annotator_2,audit_001_0112,0000542,fall_harness,violation,violation,true,yes,dual_annotator_agreement,True
model_assisted_bootstrap,audit_001_0113,0000014,struck_by_equipment,compliant,compliant,true,no,dual_annotator_agreement,True
florence_grounding,audit_001_0113,0000014,struck_by_equipment,compliant,violation,false,no,dual_annotator_agreement,True
ai_annotator_1,audit_001_0113,0000014,struck_by_equipment,compliant,compliant,true,no,dual_annotator_agreement,True
ai_annotator_2,audit_001_0113,0000014,struck_by_equipment,compliant,compliant,true,no,dual_annotator_agreement,True
model_assisted_bootstrap,audit_001_0114,0000017,struck_by_equipment,violation,compliant,false,yes,returned_adjudication,True
florence_grounding,audit_001_0114,0000017,struck_by_equipment,violation,violation,true,yes,returned_adjudication,True
ai_annotator_1,audit_001_0114,0000017,struck_by_equipment,violation,violation,true,yes,returned_adjudication,True
ai_annotator_2,audit_001_0114,0000017,struck_by_equipment,violation,compliant,false,yes,returned_adjudication,True
model_assisted_bootstrap,audit_001_0115,0000044,struck_by_equipment,compliant,compliant,true,no,dual_annotator_agreement,True
florence_grounding,audit_001_0115,0000044,struck_by_equipment,compliant,violation,false,no,dual_annotator_agreement,True
ai_annotator_1,audit_001_0115,0000044,struck_by_equipment,compliant,compliant,true,no,dual_annotator_agreement,True
ai_annotator_2,audit_001_0115,0000044,struck_by_equipment,compliant,compliant,true,no,dual_annotator_agreement,True
model_assisted_bootstrap,audit_001_0116,0000048,struck_by_equipment,compliant,compliant,true,no,dual_annotator_agreement,True
florence_grounding,audit_001_0116,0000048,struck_by_equipment,compliant,violation,false,no,dual_annotator_agreement,True
ai_annotator_1,audit_001_0116,0000048,struck_by_equipment,compliant,compliant,true,no,dual_annotator_agreement,True
ai_annotator_2,audit_001_0116,0000048,struck_by_equipment,compliant,compliant,true,no,dual_annotator_agreement,True
model_assisted_bootstrap,audit_001_0117,0000051,struck_by_equipment,uncertain,compliant,false,yes,returned_adjudication,True
florence_grounding,audit_001_0117,0000051,struck_by_equipment,uncertain,violation,false,yes,returned_adjudication,True
ai_annotator_1,audit_001_0117,0000051,struck_by_equipment,uncertain,uncertain,true,yes,returned_adjudication,True
ai_annotator_2,audit_001_0117,0000051,struck_by_equipment,uncertain,compliant,false,yes,returned_adjudication,True
model_assisted_bootstrap,audit_001_0118,0000073,struck_by_equipment,compliant,compliant,true,no,dual_annotator_agreement,True
florence_grounding,audit_001_0118,0000073,struck_by_equipment,compliant,violation,false,no,dual_annotator_agreement,True
ai_annotator_1,audit_001_0118,0000073,struck_by_equipment,compliant,compliant,true,no,dual_annotator_agreement,True
ai_annotator_2,audit_001_0118,0000073,struck_by_equipment,compliant,compliant,true,no,dual_annotator_agreement,True
model_assisted_bootstrap,audit_001_0119,0000993,fall_harness,violation,violation,true,yes,dual_annotator_agreement,False
florence_grounding,audit_001_0119,0000993,fall_harness,violation,violation,true,yes,dual_annotator_agreement,False
ai_annotator_1,audit_001_0119,0000993,fall_harness,violation,violation,true,yes,dual_annotator_agreement,False
ai_annotator_2,audit_001_0119,0000993,fall_harness,violation,violation,true,yes,dual_annotator_agreement,False
model_assisted_bootstrap,audit_001_0120,0001530,fall_harness,violation,violation,true,no,dual_annotator_agreement,False
florence_grounding,audit_001_0120,0001530,fall_harness,violation,violation,true,no,dual_annotator_agreement,False
ai_annotator_1,audit_001_0120,0001530,fall_harness,violation,violation,true,no,dual_annotator_agreement,False
ai_annotator_2,audit_001_0120,0001530,fall_harness,violation,violation,true,no,dual_annotator_agreement,False
