image_id,rule_id,model_id,prompt_id,answer,evidence_objects,evidence_regions_xyxy,rationale,confidence,raw_response,provenance
0003928,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0003943,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0004032,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0004171,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0004196,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0004273,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0004332,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0004380,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0004497,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0004552,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0004680,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0004716,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0004831,fall_harness,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
