intervention_id,image_id,rule_id,intervention_type,seed,target_box_xyxy,mask_box_xyxy,mask_target_iou,model_id,prompt_id,answer,evidence_regions_xyxy,worker_boxes_xyxy,object_boxes_xyxy,confidence,graded_score,raw_response,provenance
0000183:ppe_hard_hat:matched_random:46,0000183,ppe_hard_hat,matched_random_occlusion,46,,"[1092,166,1104,174]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[886,330,898,338]]","[[638,315,664,358]]","[[886,330,898,338]]",0.5530749053827354,0.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""violation"",""worker_boxes"":[[638,315,664,358]],""object_boxes"":[[886,330,898,338]],""confidence"":0.5530749053827354,""graded_score"":0.0,""inference_ms"":215.003399993293,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000203:guardrail_edge:targeted,0000203,guardrail_edge,targeted_occlusion,,"[1,448,515,530]","[1,448,515,530]",1.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[1,444,523,538]]","[[1067,320,1111,417]]","[[1,444,523,538]]",0.5399485887693507,0.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""violation"",""worker_boxes"":[[1067,320,1111,417]],""object_boxes"":[[1,444,523,538]],""confidence"":0.5399485887693507,""graded_score"":0.0,""inference_ms"":223.7271000049077,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000203:guardrail_edge:matched_random:42,0000203,guardrail_edge,matched_random_occlusion,42,,"[539,619,1053,701]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[1,448,515,530]]","[[1067,320,1111,416]]","[[1,448,515,530]]",0.5459567479722733,0.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""violation"",""worker_boxes"":[[1067,320,1111,416]],""object_boxes"":[[1,448,515,530]],""confidence"":0.5459567479722733,""graded_score"":0.0,""inference_ms"":210.04370000446215,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000203:guardrail_edge:matched_random:43,0000203,guardrail_edge,matched_random_occlusion,43,,"[226,531,740,613]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[434,800,801,899]]","[[1067,320,1111,417]]","[[434,800,801,899]]",0.5888565851242414,0.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""violation"",""worker_boxes"":[[1067,320,1111,417]],""object_boxes"":[[434,800,801,899]],""confidence"":0.5888565851242414,""graded_score"":0.0,""inference_ms"":205.30709996819496,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000203:guardrail_edge:matched_random:44,0000203,guardrail_edge,matched_random_occlusion,44,,"[113,27,627,109]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[1,448,515,530]]","[[1067,320,1111,417]]","[[1,448,515,530]]",0.5433846133029354,0.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""violation"",""worker_boxes"":[[1067,320,1111,417]],""object_boxes"":[[1,448,515,530]],""confidence"":0.5433846133029354,""graded_score"":0.0,""inference_ms"":203.31959996838123,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000203:guardrail_edge:matched_random:45,0000203,guardrail_edge,matched_random_occlusion,45,,"[234,284,748,366]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[1,449,521,530]]","[[1067,320,1111,417]]","[[1,449,521,530]]",0.5499608008124466,0.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""violation"",""worker_boxes"":[[1067,320,1111,417]],""object_boxes"":[[1,449,521,530]],""confidence"":0.5499608008124466,""graded_score"":0.0,""inference_ms"":210.34819999476895,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000203:guardrail_edge:matched_random:46,0000203,guardrail_edge,matched_random_occlusion,46,,"[223,696,737,778]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[1,447,521,530]]","[[1067,320,1111,417]]","[[1,447,521,530]]",0.5461220855691603,0.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""violation"",""worker_boxes"":[[1067,320,1111,417]],""object_boxes"":[[1,447,521,530]],""confidence"":0.5461220855691603,""graded_score"":0.0,""inference_ms"":200.93350001843646,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000204:ppe_hard_hat:targeted,0000204,ppe_hard_hat,targeted_occlusion,,"[0,524,860,1069]","[0,524,860,1069]",1.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[0,379,261,530]]","[[0,379,261,530]]","[[0,379,261,530]]",0.6083254349151892,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[0,379,261,530]],""object_boxes"":[[0,379,261,530]],""confidence"":0.6083254349151892,""graded_score"":1.0,""inference_ms"":200.1538000185974,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000204:ppe_hard_hat:matched_random:42,0000204,ppe_hard_hat,matched_random_occlusion,42,,"[21,12,881,557]",0.030434873416121347,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[0,554,860,1069]]","[[0,380,291,621]]","[[0,554,860,1069]]",0.579253179353795,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[0,380,291,621]],""object_boxes"":[[0,554,860,1069]],""confidence"":0.579253179353795,""graded_score"":1.0,""inference_ms"":208.5351999849081,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000204:ppe_hard_hat:matched_random:43,0000204,ppe_hard_hat,matched_random_occlusion,43,,"[16,24,876,569]",0.04222721309288208,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[0,567,860,1069]]","[[0,567,860,1069]]","[[0,567,860,1069]]",0.5770872635766864,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[0,567,860,1069]],""object_boxes"":[[0,567,860,1069]],""confidence"":0.5770872635766864,""graded_score"":1.0,""inference_ms"":205.35010000457987,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000204:ppe_hard_hat:matched_random:44,0000204,ppe_hard_hat,matched_random_occlusion,44,,"[16,10,876,555]",0.028712649631928502,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[0,553,860,1069]]","[[0,381,291,621]]","[[0,553,860,1069]]",0.5700881326837199,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[0,381,291,621]],""object_boxes"":[[0,553,860,1069]],""confidence"":0.5700881326837199,""graded_score"":1.0,""inference_ms"":199.22499998938292,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000204:ppe_hard_hat:matched_random:45,0000204,ppe_hard_hat,matched_random_occlusion,45,,"[13,14,873,559]",0.03265749018182219,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[0,556,860,1070]]","[[0,381,290,621]]","[[0,556,860,1070]]",0.5855625897778997,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[0,381,290,621]],""object_boxes"":[[0,556,860,1070]],""confidence"":0.5855625897778997,""graded_score"":1.0,""inference_ms"":205.39249997818843,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000204:ppe_hard_hat:matched_random:46,0000204,ppe_hard_hat,matched_random_occlusion,46,,"[16,23,876,568]",0.04125012218638088,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[0,565,860,1069]]","[[0,566,860,1069]]","[[0,565,860,1069]]",0.5791485863072532,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[0,566,860,1069]],""object_boxes"":[[0,565,860,1069]],""confidence"":0.5791485863072532,""graded_score"":1.0,""inference_ms"":212.14500005589798,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000205:struck_by_equipment:targeted,0000205,struck_by_equipment,targeted_occlusion,,"[16,429,899,1198]","[16,429,899,1198]",1.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[796,1,899,154]]","[[621,208,752,434]]","[[796,1,899,154]]",0.6519050392366591,1.0,"{""legacy_rule_id"":""rule_4"",""source_answer"":""safe"",""worker_boxes"":[[621,208,752,434]],""object_boxes"":[[796,1,899,154]],""confidence"":0.6519050392366591,""graded_score"":1.0,""inference_ms"":226.74009995535016,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000205:struck_by_equipment:matched_random:42,0000205,struck_by_equipment,matched_random_occlusion,42,,"[0,0,883,769]",0.2772380402417439,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[0,1,899,1198]]","[[0,1,899,1198]]","[[0,1,899,1198]]",0.5691851171423923,0.0,"{""legacy_rule_id"":""rule_4"",""source_answer"":""hazard"",""worker_boxes"":[[0,1,899,1198]],""object_boxes"":[[0,1,899,1198]],""confidence"":0.5691851171423923,""graded_score"":0.0,""inference_ms"":260.19479997921735,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000205:struck_by_equipment:matched_random:43,0000205,struck_by_equipment,matched_random_occlusion,43,,"[0,0,883,769]",0.2772380402417439,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[0,1,899,1198]]","[[0,1,899,1198]]","[[0,1,899,1198]]",0.5691851171423923,0.0,"{""legacy_rule_id"":""rule_4"",""source_answer"":""hazard"",""worker_boxes"":[[0,1,899,1198]],""object_boxes"":[[0,1,899,1198]],""confidence"":0.5691851171423923,""graded_score"":0.0,""inference_ms"":246.26669997815043,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000205:struck_by_equipment:matched_random:44,0000205,struck_by_equipment,matched_random_occlusion,44,,"[0,0,883,769]",0.2772380402417439,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[0,1,899,1198]]","[[0,1,899,1198]]","[[0,1,899,1198]]",0.5691851171423923,0.0,"{""legacy_rule_id"":""rule_4"",""source_answer"":""hazard"",""worker_boxes"":[[0,1,899,1198]],""object_boxes"":[[0,1,899,1198]],""confidence"":0.5691851171423923,""graded_score"":0.0,""inference_ms"":257.6147000072524,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000205:struck_by_equipment:matched_random:45,0000205,struck_by_equipment,matched_random_occlusion,45,,"[0,0,883,769]",0.2772380402417439,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[0,1,899,1198]]","[[0,1,899,1198]]","[[0,1,899,1198]]",0.5691851171423923,0.0,"{""legacy_rule_id"":""rule_4"",""source_answer"":""hazard"",""worker_boxes"":[[0,1,899,1198]],""object_boxes"":[[0,1,899,1198]],""confidence"":0.5691851171423923,""graded_score"":0.0,""inference_ms"":255.43499999912456,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000205:struck_by_equipment:matched_random:46,0000205,struck_by_equipment,matched_random_occlusion,46,,"[0,0,883,769]",0.2772380402417439,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[0,1,899,1198]]","[[0,1,899,1198]]","[[0,1,899,1198]]",0.5691851171423923,0.0,"{""legacy_rule_id"":""rule_4"",""source_answer"":""hazard"",""worker_boxes"":[[0,1,899,1198]],""object_boxes"":[[0,1,899,1198]],""confidence"":0.5691851171423923,""graded_score"":0.0,""inference_ms"":251.48879998596385,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000229:ppe_hard_hat:targeted,0000229,ppe_hard_hat,targeted_occlusion,,"[571,268,591,285]","[571,268,591,285]",1.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[797,211,819,228]]","[[553,264,616,410]]","[[797,211,819,228]]",0.6083255515300802,0.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""violation"",""worker_boxes"":[[553,264,616,410]],""object_boxes"":[[797,211,819,228]],""confidence"":0.6083255515300802,""graded_score"":0.0,""inference_ms"":197.9223999660462,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000229:ppe_hard_hat:matched_random:42,0000229,ppe_hard_hat,matched_random_occlusion,42,,"[180,564,200,581]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[571,268,591,285]]","[[553,266,616,410]]","[[571,268,591,285]]",0.5975814073213509,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[553,266,616,410]],""object_boxes"":[[571,268,591,285]],""confidence"":0.5975814073213509,""graded_score"":1.0,""inference_ms"":204.6126999775879,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000229:ppe_hard_hat:matched_random:43,0000229,ppe_hard_hat,matched_random_occlusion,43,,"[537,611,557,628]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[571,268,591,285]]","[[553,266,616,410]]","[[571,268,591,285]]",0.5981644270276385,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[553,266,616,410]],""object_boxes"":[[571,268,591,285]],""confidence"":0.5981644270276385,""graded_score"":1.0,""inference_ms"":206.44780003931373,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000229:ppe_hard_hat:matched_random:44,0000229,ppe_hard_hat,matched_random_occlusion,44,,"[1176,18,1196,35]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[571,268,591,285]]","[[553,266,616,410]]","[[571,268,591,285]]",0.5990511292059506,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[553,266,616,410]],""object_boxes"":[[571,268,591,285]],""confidence"":0.5990511292059506,""graded_score"":1.0,""inference_ms"":223.01580000203103,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000229:ppe_hard_hat:matched_random:45,0000229,ppe_hard_hat,matched_random_occlusion,45,,"[795,496,815,513]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[571,268,591,285]]","[[553,266,616,410]]","[[571,268,591,285]]",0.5981846343992012,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[553,266,616,410]],""object_boxes"":[[571,268,591,285]],""confidence"":0.5981846343992012,""graded_score"":1.0,""inference_ms"":200.3530000220053,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000229:ppe_hard_hat:matched_random:46,0000229,ppe_hard_hat,matched_random_occlusion,46,,"[602,211,622,228]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[571,268,591,285]]","[[553,266,616,410]]","[[571,268,591,285]]",0.598107110708952,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[553,266,616,410]],""object_boxes"":[[571,268,591,285]],""confidence"":0.598107110708952,""graded_score"":1.0,""inference_ms"":211.9199000298977,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000233:ppe_hard_hat:targeted,0000233,ppe_hard_hat,targeted_occlusion,,"[130,404,145,416]","[130,404,145,416]",1.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[825,380,861,405]]","[[813,380,895,578]]","[[825,380,861,405]]",0.5458326246589422,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[813,380,895,578]],""object_boxes"":[[825,380,861,405]],""confidence"":0.5458326246589422,""graded_score"":1.0,""inference_ms"":214.14850000292063,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000233:ppe_hard_hat:matched_random:42,0000233,ppe_hard_hat,matched_random_occlusion,42,,"[824,456,839,468]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[130,404,145,416]]","[[119,402,160,481]]","[[130,404,145,416]]",0.5876390447041818,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[119,402,160,481]],""object_boxes"":[[130,404,145,416]],""confidence"":0.5876390447041818,""graded_score"":1.0,""inference_ms"":202.09789997898042,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000233:ppe_hard_hat:matched_random:43,0000233,ppe_hard_hat,matched_random_occlusion,43,,"[1093,663,1108,675]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[130,404,145,416]]","[[813,380,895,578]]","[[130,404,145,416]]",0.5621592503573214,0.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""violation"",""worker_boxes"":[[813,380,895,578]],""object_boxes"":[[130,404,145,416]],""confidence"":0.5621592503573214,""graded_score"":0.0,""inference_ms"":202.53240002784878,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000233:ppe_hard_hat:matched_random:44,0000233,ppe_hard_hat,matched_random_occlusion,44,,"[1137,877,1152,889]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[130,404,145,416]]","[[813,380,895,578]]","[[130,404,145,416]]",0.5618491852656007,0.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""violation"",""worker_boxes"":[[813,380,895,578]],""object_boxes"":[[130,404,145,416]],""confidence"":0.5618491852656007,""graded_score"":0.0,""inference_ms"":208.13379995524883,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000233:ppe_hard_hat:matched_random:45,0000233,ppe_hard_hat,matched_random_occlusion,45,,"[1157,863,1172,875]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[130,404,145,416]]","[[813,380,895,578]]","[[130,404,145,416]]",0.5617220037217652,0.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""violation"",""worker_boxes"":[[813,380,895,578]],""object_boxes"":[[130,404,145,416]],""confidence"":0.5617220037217652,""graded_score"":0.0,""inference_ms"":207.83780002966523,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000233:ppe_hard_hat:matched_random:46,0000233,ppe_hard_hat,matched_random_occlusion,46,,"[153,300,168,312]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[130,404,146,417]]","[[813,380,895,578]]","[[130,404,146,417]]",0.5610020478655184,0.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""violation"",""worker_boxes"":[[813,380,895,578]],""object_boxes"":[[130,404,146,417]],""confidence"":0.5610020478655184,""graded_score"":0.0,""inference_ms"":206.50239998940378,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000254:guardrail_edge:targeted,0000254,guardrail_edge,targeted_occlusion,,"[155,484,1198,899]","[155,484,1198,899]",1.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[153,480,1198,899]]","[[538,436,619,490]]","[[153,480,1198,899]]",0.5513041125433076,1.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[[538,436,619,490]],""object_boxes"":[[153,480,1198,899]],""confidence"":0.5513041125433076,""graded_score"":1.0,""inference_ms"":236.0698999837041,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000254:guardrail_edge:matched_random:42,0000254,guardrail_edge,matched_random_occlusion,42,,"[41,12,1084,427]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[190,486,1198,899]]","[[711,447,802,599]]","[[190,486,1198,899]]",0.5514730807127697,1.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[[711,447,802,599]],""object_boxes"":[[190,486,1198,899]],""confidence"":0.5514730807127697,""graded_score"":1.0,""inference_ms"":200.26039995718747,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000254:guardrail_edge:matched_random:43,0000254,guardrail_edge,matched_random_occlusion,43,,"[38,78,1081,493]",0.009720582815073318,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[613,492,1198,899]]","[[709,492,793,599]]","[[613,492,1198,899]]",0.5518286169390194,1.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[[709,492,793,599]],""object_boxes"":[[613,492,1198,899]],""confidence"":0.5518286169390194,""graded_score"":1.0,""inference_ms"":199.3167000473477,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000254:guardrail_edge:matched_random:44,0000254,guardrail_edge,matched_random_occlusion,44,,"[77,10,1120,425]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[190,484,1198,899]]","[[711,447,802,599]]","[[190,484,1198,899]]",0.5572354541758874,1.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[[711,447,802,599]],""object_boxes"":[[190,484,1198,899]],""confidence"":0.5572354541758874,""graded_score"":1.0,""inference_ms"":201.68480003485456,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000254:guardrail_edge:matched_random:45,0000254,guardrail_edge,matched_random_occlusion,45,,"[59,3,1102,418]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[190,486,1198,899]]","[[711,447,802,599]]","[[190,486,1198,899]]",0.5530524431295427,1.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[[711,447,802,599]],""object_boxes"":[[190,486,1198,899]],""confidence"":0.5530524431295427,""graded_score"":1.0,""inference_ms"":205.4626999888569,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000254:guardrail_edge:matched_random:46,0000254,guardrail_edge,matched_random_occlusion,46,,"[30,0,1073,415]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[190,486,1198,899]]","[[711,447,802,599]]","[[190,486,1198,899]]",0.5527156134817882,1.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[[711,447,802,599]],""object_boxes"":[[190,486,1198,899]],""confidence"":0.5527156134817882,""graded_score"":1.0,""inference_ms"":199.88640001975,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000280:fall_harness:targeted,0000280,fall_harness,targeted_occlusion,,"[41,358,1099,666]","[41,358,1099,666]",1.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[37,355,1105,670]]",[],"[[37,355,1105,670]]",0.6528224409199678,nan,"{""legacy_rule_id"":""rule_2"",""source_answer"":""compliant"",""worker_boxes"":[],""object_boxes"":[[37,355,1105,670]],""confidence"":0.6528224409199678,""graded_score"":NaN,""inference_ms"":244.5720000541769,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000280:fall_harness:matched_random:42,0000280,fall_harness,matched_random_occlusion,42,,"[45,71,1103,379]",0.03515598941540104,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[41,376,1099,666]]","[[793,443,837,516]]","[[41,376,1099,666]]",0.5880760046254312,1.0,"{""legacy_rule_id"":""rule_2"",""source_answer"":""compliant"",""worker_boxes"":[[793,443,837,516]],""object_boxes"":[[41,376,1099,666]],""confidence"":0.5880760046254312,""graded_score"":1.0,""inference_ms"":212.33359997859225,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000280:fall_harness:matched_random:43,0000280,fall_harness,matched_random_occlusion,43,,"[101,38,1159,346]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[41,359,1099,666]]","[[791,443,837,516]]","[[41,359,1099,666]]",0.588553664673652,1.0,"{""legacy_rule_id"":""rule_2"",""source_answer"":""compliant"",""worker_boxes"":[[791,443,837,516]],""object_boxes"":[[41,359,1099,666]],""confidence"":0.588553664673652,""graded_score"":1.0,""inference_ms"":206.77859999705106,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000280:fall_harness:matched_random:44,0000280,fall_harness,matched_random_occlusion,44,,"[87,67,1145,375]",0.02711323763955343,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[41,372,1099,666]]","[[791,443,837,516]]","[[41,372,1099,666]]",0.592770257565592,1.0,"{""legacy_rule_id"":""rule_2"",""source_answer"":""compliant"",""worker_boxes"":[[791,443,837,516]],""object_boxes"":[[41,372,1099,666]],""confidence"":0.592770257565592,""graded_score"":1.0,""inference_ms"":205.65029996214435,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000280:fall_harness:matched_random:45,0000280,fall_harness,matched_random_occlusion,45,,"[72,45,1130,353]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[41,360,1099,666]]","[[791,443,836,515]]","[[41,360,1099,666]]",0.5838911072351038,1.0,"{""legacy_rule_id"":""rule_2"",""source_answer"":""compliant"",""worker_boxes"":[[791,443,836,515]],""object_boxes"":[[41,360,1099,666]],""confidence"":0.5838911072351038,""graded_score"":1.0,""inference_ms"":212.0971000404097,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000280:fall_harness:matched_random:46,0000280,fall_harness,matched_random_occlusion,46,,"[135,36,1193,344]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[41,359,1099,666]]","[[791,443,837,516]]","[[41,359,1099,666]]",0.5880518189764449,1.0,"{""legacy_rule_id"":""rule_2"",""source_answer"":""compliant"",""worker_boxes"":[[791,443,837,516]],""object_boxes"":[[41,359,1099,666]],""confidence"":0.5880518189764449,""graded_score"":1.0,""inference_ms"":202.1579000283964,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000288:fall_harness:targeted,0000288,fall_harness,targeted_occlusion,,"[466,472,865,759]","[466,472,865,759]",1.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[461,469,869,765]]","[[1,121,1198,899]]","[[461,469,869,765]]",0.6864265506821019,1.0,"{""legacy_rule_id"":""rule_2"",""source_answer"":""compliant"",""worker_boxes"":[[1,121,1198,899]],""object_boxes"":[[461,469,869,765]],""confidence"":0.6864265506821019,""graded_score"":1.0,""inference_ms"":223.77429995685816,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
